school_code,seoutguse_gubun,hr_operation_krw,student_welfare_krw,edu_activity_support_krw,general_operation_krw,facility_expansion_krw,financial_activity_krw,fiscal_year
S090007904,결산세출,56470970,583253590,1214437800,505496130,0,0,2025
S090007913,결산세출,61008690,827473480,108378120,342383000,249179000,228730,2025
S090007917,,0,0,0,0,0,0,2025
S090007921,,0,0,0,0,0,0,2025
S090007925,,0,0,0,0,0,0,2025
S090007928,결산세출,4320540,756198300,193533910,187162150,54864120,0,2025
S090007930,결산세출,5772040,391072620,75506560,201469290,0,0,2025
S090007941,결산세출,85790860,1043188450,863924870,220820250,0,0,2025
S090008022,,0,0,0,0,0,0,2025
S090008023,,0,0,0,0,0,0,2025
